"","Reporting_Year...Année","NPRI_ID...No_INRP","Facility_Name...Installation","Company_Name...Dénomination_sociale_de_l.entreprise","NAICS...Code_SCIAN","Province...Province","CAS_Number...No_CAS","Substance.Name..English....Nom.de.substance..Anglais.","Substance.Name..French....Nom.de.substance..Français.","Group..English....Groupe..Anglais.","Group..French....Groupe..Français.","Category..English....Catégorie..Anglais.","Category..French....Catégorie..Français.","Quantity...Quantité","Units...Unités","Estimation_Method...Méthode_d.estimation"
"4256",2006,1528,"PAPIERS FRASER - PÂTES THURSO","PAPIERS FRASER",322112,"QC","67-56-1","Methanol","Méthanol","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",4.576,"tonnes","E2"
"4257",2006,1528,"PAPIERS FRASER - PÂTES THURSO","PAPIERS FRASER",322112,"QC","NA - 02","Arsenic (and its compounds)","Arsenic (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",151.436,"kg","E2"
"4258",2006,1528,"PAPIERS FRASER - PÂTES THURSO","PAPIERS FRASER",322112,"QC","NA - 03","Cadmium (and its compounds)","Cadmium (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",8.26,"kg","E2"
"4259",2006,1528,"PAPIERS FRASER - PÂTES THURSO","PAPIERS FRASER",322112,"QC","NA - 19","Hexavalent chromium (and its compounds)","Chrome hexavalent (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",22.853,"kg","E2"
"4260",2006,1528,"PAPIERS FRASER - PÂTES THURSO","PAPIERS FRASER",322112,"QC","NA - 09","Manganese (and its compounds)","Manganèse (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",19.274,"tonnes","E2"
"4261",2006,1528,"PAPIERS FRASER - PÂTES THURSO","PAPIERS FRASER",322112,"QC","NA - 08","Lead (and its compounds)","Plomb (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",42.402,"kg","E2"
"4262",2006,1528,"PAPIERS FRASER - PÂTES THURSO","PAPIERS FRASER",322112,"QC","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",1.308,"tonnes","E2"
"4263",2006,1561,"KRONOS CANADA","KRONOS CANADA",325189,"QC","NA - 09","Manganese (and its compounds)","Manganèse (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",19.509,"tonnes","M3"
"4264",2006,1608,"LA MINE DOYON","GESTION IAMGOLD-QUÉBEC INC.",212220,"QC","NA - 08","Lead (and its compounds)","Plomb (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",4.35,"kg","M3"
"4265",2006,1608,"LA MINE DOYON","GESTION IAMGOLD-QUÉBEC INC.",212220,"QC","NA - 17","Nitrate ion in solution at pH >= 6.0","Nitrate (ion en sol. à un pH de >= 6.0)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",21.88,"tonnes","M3"
"4266",2006,1608,"LA MINE DOYON","GESTION IAMGOLD-QUÉBEC INC.",212220,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",31.84,"tonnes","M3"
"4267",2006,1623,"DALSA SEMICONDUCTOR - BROMONT","DALSA SEMICONDUCTOR",334410,"QC","7681-49-4","Sodium fluoride","Fluorure de sodium","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",13.648,"tonnes","C"
"4268",2006,1872,"NORAMPAC CABANO UNE DIVISION DE CASCADES CANADA INC","NORAMPAC CABANO",322121,"QC","NA - 22","Phosphorus (total)","Phosphore (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.78,"tonnes","C"
"4269",2006,1875,"FABRICATION RÉGION EST, CRABTREE","PRODUITS KRUGER LIMITÉE",322121,"QC","NA - 22","Phosphorus (total)","Phosphore (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",6.188,"tonnes","M3"
"4270",2006,1875,"FABRICATION RÉGION EST, CRABTREE","PRODUITS KRUGER LIMITÉE",322121,"QC","NA - 17","Nitrate ion in solution at pH >= 6.0","Nitrate (ion en sol. à un pH de >= 6.0)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",31,"tonnes","M3"
"4271",2006,1961,"ÉTABLISSEMENT 01","PRATT & WHITNEY CANADA",336410,"QC","NA - 08","Lead (and its compounds)","Plomb (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",1.697,"kg","M3"
"4272",2006,1979,"PAPETERIE DE DOLBEAU","BOWATER",322121,"QC","NA - 09","Manganese (and its compounds)","Manganèse (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",18,"tonnes","E1"
"4273",2006,1979,"PAPETERIE DE DOLBEAU","BOWATER",322121,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",19.5,"tonnes","E1"
"4274",2006,1979,"PAPETERIE DE DOLBEAU","BOWATER",322121,"QC","NA - 22","Phosphorus (total)","Phosphore (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",25.5,"tonnes","E1"
"4275",2006,2001,"COMPAGNIE ABITIBI CONSOLIDATED DU CANADA, USINE BAIE-COMEAU","ABITIBI CONSOLIDATED OF CANADA",322122,"QC","50-00-0","Formaldehyde","Formaldéhyde","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",1.5,"tonnes","M3"
"4276",2006,2001,"COMPAGNIE ABITIBI CONSOLIDATED DU CANADA, USINE BAIE-COMEAU","ABITIBI CONSOLIDATED OF CANADA",322122,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",49.008,"tonnes","M3"
"4277",2006,2001,"COMPAGNIE ABITIBI CONSOLIDATED DU CANADA, USINE BAIE-COMEAU","ABITIBI CONSOLIDATED OF CANADA",322122,"QC","108-95-2","Phenol (and its salts)","Phénol (et ses sels)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0,"tonnes","M3"
"4278",2006,2001,"COMPAGNIE ABITIBI CONSOLIDATED DU CANADA, USINE BAIE-COMEAU","ABITIBI CONSOLIDATED OF CANADA",322122,"QC","67-56-1","Methanol","Méthanol","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0,"tonnes","M3"
"4279",2006,2001,"COMPAGNIE ABITIBI CONSOLIDATED DU CANADA, USINE BAIE-COMEAU","ABITIBI CONSOLIDATED OF CANADA",322122,"QC","NA - 17","Nitrate ion in solution at pH >= 6.0","Nitrate (ion en sol. à un pH de >= 6.0)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",41.067,"tonnes","M3"
"4280",2006,2001,"COMPAGNIE ABITIBI CONSOLIDATED DU CANADA, USINE BAIE-COMEAU","ABITIBI CONSOLIDATED OF CANADA",322122,"QC","7664-93-9","Sulphuric acid","Acide sulfurique","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.809,"tonnes","E2"
"4281",2006,2001,"COMPAGNIE ABITIBI CONSOLIDATED DU CANADA, USINE BAIE-COMEAU","ABITIBI CONSOLIDATED OF CANADA",322122,"QC","NA - 09","Manganese (and its compounds)","Manganèse (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",26.28,"tonnes","M3"
"4282",2006,2038,"ALUMINERIE DE BAIE-COMEAU","ALCOA LTD.",331313,"QC","218-01-9","Benzo(a)phenanthrene - PAH","Benzo(a)phénanthrène - HAP","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.218,"kg","M3"
"4283",2006,2038,"ALUMINERIE DE BAIE-COMEAU","ALCOA LTD.",331313,"QC","50-32-8","Benzo(a)pyrene - PAH","Benzo(a)pyrène - HAP","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.127,"kg","M3"
"4284",2006,2038,"ALUMINERIE DE BAIE-COMEAU","ALCOA LTD.",331313,"QC","205-99-2","Benzo(b)fluoranthene - PAH","Benzo(b)fluoranthène - HAP","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.123,"kg","M3"
"4285",2006,2038,"ALUMINERIE DE BAIE-COMEAU","ALCOA LTD.",331313,"QC","53-70-3","Dibenzo(a,h)anthracene - PAH","Dibenz(a,h)anthracène - HAP","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.022,"kg","M3"
"4286",2006,2038,"ALUMINERIE DE BAIE-COMEAU","ALCOA LTD.",331313,"QC","1985-01-08","Phenanthrene - PAH","Phénanthrène - HAP","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.289,"kg","M3"
"4287",2006,2038,"ALUMINERIE DE BAIE-COMEAU","ALCOA LTD.",331313,"QC","206-44-0","Fluoranthene - PAH","Fluoranthène - HAP","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.52,"kg","M3"
"4288",2006,2038,"ALUMINERIE DE BAIE-COMEAU","ALCOA LTD.",331313,"QC","207-08-9","Benzo(k)fluoranthene - PAH","Benzo(k)fluoranthène - HAP","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.123,"kg","M3"
"4289",2006,2038,"ALUMINERIE DE BAIE-COMEAU","ALCOA LTD.",331313,"QC","191-24-2","Benzo(g,h,i)perylene - PAH","Benzo(g,h,i)pérylène - HAP","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.117,"kg","M3"
"4290",2006,2038,"ALUMINERIE DE BAIE-COMEAU","ALCOA LTD.",331313,"QC","205-82-3","Benzo(j)fluoranthene - PAH","Benzo(j)fluoranthène - HAP","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.123,"kg","M3"
"4291",2006,2038,"ALUMINERIE DE BAIE-COMEAU","ALCOA LTD.",331313,"QC","129-00-0","Pyrene - PAH","Pyrène - HAP","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.299,"kg","M3"
"4292",2006,2038,"ALUMINERIE DE BAIE-COMEAU","ALCOA LTD.",331313,"QC","193-39-5","Indeno(1,2,3-CD)pyrene - PAH","Indeno(1,2,3-c,d)pyrène - HAP","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.107,"kg","M3"
"4293",2006,2038,"ALUMINERIE DE BAIE-COMEAU","ALCOA LTD.",331313,"QC","56-55-3","Benzo(a)anthracene - PAH","Benzo(a)anthracène - HAP","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.099,"kg","M3"
"4294",2006,2038,"ALUMINERIE DE BAIE-COMEAU","ALCOA LTD.",331313,"QC","86-73-7","Fluorene - PAH","Fluorène - HAP","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.059,"kg","M3"
"4295",2006,2100,"LA MINE NIOBEC","IAMGOLD CORPORATION",212299,"QC","NA - 17","Nitrate ion in solution at pH >= 6.0","Nitrate (ion en sol. à un pH de >= 6.0)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",4.82,"tonnes","C"
"4296",2006,2100,"LA MINE NIOBEC","IAMGOLD CORPORATION",212299,"QC","7782-41-4","Fluorine","Fluor","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",36.7,"tonnes","O"
"4297",2006,2100,"LA MINE NIOBEC","IAMGOLD CORPORATION",212299,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",2.35,"tonnes","C"
"4298",2006,2461,"USINE DE PCC DE WINDSOR","MINTECH CANADA",327990,"QC","NA - 22","Phosphorus (total)","Phosphore (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",3.806,"tonnes","O"
"4299",2006,2502,"WAYAGAMACK","KRUGER WAYAGAMACK",322121,"QC","108-10-1","Methyl isobutyl ketone","Méthylisobutylecétone","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.009,"tonnes","E2"
"4300",2006,2502,"WAYAGAMACK","KRUGER WAYAGAMACK",322121,"QC","7783-06-04","Hydrogen sulphide","Sulfure d'hydrogène","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.363,"tonnes","E2"
"4301",2006,2502,"WAYAGAMACK","KRUGER WAYAGAMACK",322121,"QC","50-00-0","Formaldehyde","Formaldéhyde","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",1.667,"tonnes","E2"
"4302",2006,2502,"WAYAGAMACK","KRUGER WAYAGAMACK",322121,"QC","78-93-3","Methyl ethyl ketone","Méthyléthylcétone","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.051,"tonnes","E2"
"4303",2006,2502,"WAYAGAMACK","KRUGER WAYAGAMACK",322121,"QC","NA - 02","Arsenic (and its compounds)","Arsenic (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",117.504,"kg","E2"
"4304",2006,2502,"WAYAGAMACK","KRUGER WAYAGAMACK",322121,"QC","NA - 03","Cadmium (and its compounds)","Cadmium (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",6.409,"kg","E2"
"4305",2006,2502,"WAYAGAMACK","KRUGER WAYAGAMACK",322121,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",26.8,"tonnes","E1"
"4306",2006,2502,"WAYAGAMACK","KRUGER WAYAGAMACK",322121,"QC","71-43-2","Benzene","Benzène","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.001,"tonnes","E2"
"4307",2006,2502,"WAYAGAMACK","KRUGER WAYAGAMACK",322121,"QC","75-07-0","Acetaldehyde","Acétaldéhyde","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.534,"tonnes","E2"
"4308",2006,2502,"WAYAGAMACK","KRUGER WAYAGAMACK",322121,"QC","108-88-3","Toluene","Toluène","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.001,"tonnes","E2"
"4309",2006,2502,"WAYAGAMACK","KRUGER WAYAGAMACK",322121,"QC","67-56-1","Methanol","Méthanol","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.875,"tonnes","E2"
"4310",2006,2502,"WAYAGAMACK","KRUGER WAYAGAMACK",322121,"QC","NA - 08","Lead (and its compounds)","Plomb (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.033,"kg","E2"
"4311",2006,2587,"ABITIBI CONSOLIDATED DU CANADA, DIVISION LAURENTIDE","ABITIBI CONSOLIDATED OF CANADA",322121,"QC","NA - 03","Cadmium (and its compounds)","Cadmium (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",22.035,"kg","E2"
"4312",2006,2587,"ABITIBI CONSOLIDATED DU CANADA, DIVISION LAURENTIDE","ABITIBI CONSOLIDATED OF CANADA",322121,"QC","67-56-1","Methanol","Méthanol","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.35,"tonnes","E2"
"4313",2006,2587,"ABITIBI CONSOLIDATED DU CANADA, DIVISION LAURENTIDE","ABITIBI CONSOLIDATED OF CANADA",322121,"QC","108-95-2","Phenol (and its salts)","Phénol (et ses sels)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.006,"tonnes","M3"
"4314",2006,2587,"ABITIBI CONSOLIDATED DU CANADA, DIVISION LAURENTIDE","ABITIBI CONSOLIDATED OF CANADA",322121,"QC","NA - 09","Manganese (and its compounds)","Manganèse (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",7.945,"tonnes","M3"
"4315",2006,2587,"ABITIBI CONSOLIDATED DU CANADA, DIVISION LAURENTIDE","ABITIBI CONSOLIDATED OF CANADA",322121,"QC","NA - 19","Hexavalent chromium (and its compounds)","Chrome hexavalent (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",32.897,"kg","E2"
"4316",2006,2587,"ABITIBI CONSOLIDATED DU CANADA, DIVISION LAURENTIDE","ABITIBI CONSOLIDATED OF CANADA",322121,"QC","NA - 22","Phosphorus (total)","Phosphore (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",35.201,"tonnes","O"
"4317",2006,2587,"ABITIBI CONSOLIDATED DU CANADA, DIVISION LAURENTIDE","ABITIBI CONSOLIDATED OF CANADA",322121,"QC","107-21-1","Ethylene glycol","Éthylèneglycol","Releases to Water","Rejets dans les plans d'eau","Leaks","Fuites",1.739,"tonnes","O"
"4318",2006,2752,"COMPAGNIE ABITIBI CONSOLIDATED DU CANADA, DIVISION BELGO","ABITIBI CONSOLIDATED OF CANADA",NA,"QC","NA - 08","Lead (and its compounds)","Plomb (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",32,"kg","M3"
"4319",2006,2752,"COMPAGNIE ABITIBI CONSOLIDATED DU CANADA, DIVISION BELGO","ABITIBI CONSOLIDATED OF CANADA",NA,"QC","NA - 10","Mercury (and its compounds)","Mercure (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",3.045,"kg","M3"
"4320",2006,2752,"COMPAGNIE ABITIBI CONSOLIDATED DU CANADA, DIVISION BELGO","ABITIBI CONSOLIDATED OF CANADA",NA,"QC","NA - 03","Cadmium (and its compounds)","Cadmium (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",33.81,"kg","M3"
"4321",2006,2852,"ORICA CANADA","ORICA CANADA",325920,"QC","NA - 08","Lead (and its compounds)","Plomb (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0,"kg","C"
"4322",2006,2935,"COMPLEXE MINIER KIENA","MINES D'OR WESDOME LIMITÉE",212220,"QC","NA - 17","Nitrate ion in solution at pH >= 6.0","Nitrate (ion en sol. à un pH de >= 6.0)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",1.873,"tonnes","M3"
"4323",2006,2938,"SOCIÉTÉ EN COMMANDITE REVENU NORANDA - VALLEYFIELD","SOCIÉTÉ EN COMMANDITE REVENU NORANDA",331410,"QC","NA - 08","Lead (and its compounds)","Plomb (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",4.27,"kg","M1"
"4324",2006,2938,"SOCIÉTÉ EN COMMANDITE REVENU NORANDA - VALLEYFIELD","SOCIÉTÉ EN COMMANDITE REVENU NORANDA",331410,"QC","NA - 02","Arsenic (and its compounds)","Arsenic (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",21,"kg","M1"
"4325",2006,2938,"SOCIÉTÉ EN COMMANDITE REVENU NORANDA - VALLEYFIELD","SOCIÉTÉ EN COMMANDITE REVENU NORANDA",331410,"QC","NA - 03","Cadmium (and its compounds)","Cadmium (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",32,"kg","M1"
"4326",2006,2938,"SOCIÉTÉ EN COMMANDITE REVENU NORANDA - VALLEYFIELD","SOCIÉTÉ EN COMMANDITE REVENU NORANDA",331410,"QC","NA - 10","Mercury (and its compounds)","Mercure (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",29.7,"kg","M3"
"4327",2006,2938,"SOCIÉTÉ EN COMMANDITE REVENU NORANDA - VALLEYFIELD","SOCIÉTÉ EN COMMANDITE REVENU NORANDA",331410,"QC","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",3.54,"tonnes","M1"
"4328",2006,2948,"SITE DE TÉMISCAMING","TEMBEC INC. TÉMISCAMING",322112,"QC","75-07-0","Acetaldehyde","Acétaldéhyde","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",2.2,"tonnes","E2"
"4329",2006,2948,"SITE DE TÉMISCAMING","TEMBEC INC. TÉMISCAMING",322112,"QC","78-93-3","Methyl ethyl ketone","Méthyléthylcétone","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.008,"tonnes","E2"
